DWA_ID,DWA_Title,total_steps,M1_count,M1_share,M2_count,M2_share,M3_count,M3_share,M4_count,M4_share,M5_count,M5_share,M6_count,M6_share,M7_count,M7_share,Noise_count,Noise_share,dominant_macro,dominant_share,macro_diversity,entropy
4.A.4.c.1.I04.D03,Issue warnings or citations.,8,1,0.125,0,0.0,0,0.0,5,0.625,0,0.0,0,0.0,0,0.0,2,0.25,M4,0.625,3,1.2988
4.A.3.a.1.I03.D09,Clean facilities or work areas.,9,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,M2,1.0,1,-0.0
4.A.2.a.3.I04.D01,Protect patients or staff members using safety equipment.,11,8,0.7273,0,0.0,0,0.0,0,0.0,1,0.0909,2,0.1818,0,0.0,0,0.0,M1,0.7273,3,1.0958
4.A.3.a.2.I36.D03,Build production molds.,8,0,0.0,5,0.625,0,0.0,0,0.0,0,0.0,0,0.0,2,0.25,1,0.125,M2,0.625,3,1.2988
4.A.1.a.1.I10.D04,Monitor environmental impacts of production or development activities.,7,1,0.1429,0,0.0,0,0.0,3,0.4286,1,0.1429,0,0.0,1,0.1429,1,0.1429,M4,0.4286,5,2.1281
4.A.3.b.4.I02.D07,Lubricate equipment to allow proper functioning.,9,1,0.1111,1,0.1111,0,0.0,7,0.7778,0,0.0,0,0.0,0,0.0,0,0.0,M4,0.7778,3,0.9864
4.A.1.a.1.I01.D05,Review audio or video recordings.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,1.0,Noise,1.0,1,-0.0
4.A.3.a.2.I36.D02,Assemble garments or textile products.,9,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,M2,1.0,1,-0.0
4.A.3.b.6.I15.D06,Prepare operational progress or status reports.,8,0,0.0,0,0.0,0,0.0,0,0.0,2,0.25,1,0.125,1,0.125,4,0.5,Noise,0.5,4,1.75
4.A.4.b.4.I06.D10,Direct design or development activities.,9,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111,1,0.1111,2,0.2222,5,0.5556,Noise,0.5556,4,1.6577
4.A.3.b.6.I12.D09,Develop instructional materials.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.5714,0,0.0,3,0.4286,M6,0.5714,2,0.9852
4.A.1.a.2.I01.D07,Watch operating equipment to detect malfunctions.,8,0,0.0,0,0.0,0,0.0,5,0.625,0,0.0,0,0.0,0,0.0,3,0.375,M4,0.625,2,0.9544
4.A.3.a.2.I03.D08,Arrange food for serving.,7,0,0.0,6,0.8571,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1429,M2,0.8571,2,0.5917
4.A.2.b.2.I18.D10,Create diagrams or blueprints for workpieces or products.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.375,5,0.625,Noise,0.625,2,0.9544
4.A.4.b.4.I13.D04,Prepare employee work schedules.,8,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,4,0.5,1,0.125,2,0.25,M6,0.5,4,1.75
4.A.2.a.4.I02.D03,"Forecast economic, political, or social trends.",8,0,0.0,0,0.0,0,0.0,5,0.625,2,0.25,0,0.0,0,0.0,1,0.125,M4,0.625,3,1.2988
4.A.1.a.1.I02.D07,Read documents to gather technical information.,7,0,0.0,0,0.0,0,0.0,2,0.2857,1,0.1429,0,0.0,0,0.0,4,0.5714,Noise,0.5714,3,1.3788
4.A.3.a.2.I37.D04,Store supplies or goods in kitchens or storage areas.,6,5,0.8333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1667,M1,0.8333,2,0.65
4.A.3.a.3.I08.D01,Operate forklifts or other loaders.,9,5,0.5556,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.4444,M1,0.5556,2,0.9911
4.A.4.a.7.I02.D02,Arrange collective bargaining agreements.,8,0,0.0,0,0.0,0,0.0,0,0.0,2,0.25,0,0.0,0,0.0,6,0.75,Noise,0.75,2,0.8113
4.A.3.a.1.I11.D13,Maintain safety.,7,1,0.1429,0,0.0,0,0.0,0,0.0,1,0.1429,0,0.0,0,0.0,5,0.7143,Noise,0.7143,3,1.1488
4.A.2.b.2.I21.D03,Create physical models or prototypes.,7,1,0.1429,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.4286,3,0.4286,M7,0.4286,3,1.4488
4.A.2.b.2.I11.D02,Incorporate green features into the design of structures or facilities.,8,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,1,0.125,3,0.375,3,0.375,M7,0.375,4,1.8113
4.A.4.a.2.I12.D01,Meet with individuals involved in legal processes to provide information and clarify issues.,8,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,4,0.5,0,0.0,3,0.375,M6,0.5,3,1.4056
4.A.1.a.1.I21.D04,Investigate industrial or transportation accidents.,8,0,0.0,0,0.0,0,0.0,5,0.625,0,0.0,0,0.0,0,0.0,3,0.375,M4,0.625,2,0.9544
4.A.3.b.4.I05.D02,"Repair templates, patterns, or molds.",9,0,0.0,2,0.2222,0,0.0,0,0.0,1,0.1111,0,0.0,0,0.0,6,0.6667,Noise,0.6667,3,1.2244
4.A.4.c.1.I02.D02,Serve court ordered documents.,8,0,0.0,0,0.0,0,0.0,7,0.875,0,0.0,0,0.0,0,0.0,1,0.125,M4,0.875,2,0.5436
4.A.1.a.1.I22.D03,Investigate safety of work environment.,12,1,0.0833,0,0.0,0,0.0,1,0.0833,5,0.4167,0,0.0,0,0.0,5,0.4167,M5,0.4167,4,1.65
4.A.2.b.1.I09.D05,Implement financial decisions.,8,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.875,Noise,0.875,2,0.5436
4.A.2.b.2.I14.D03,Design industrial equipment.,8,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,1,0.125,2,0.25,4,0.5,Noise,0.5,4,1.75
4.A.1.b.2.I03.D05,Test chemical or physical characteristics of materials or products.,9,0,0.0,2,0.2222,0,0.0,4,0.4444,0,0.0,0,0.0,0,0.0,3,0.3333,M4,0.4444,3,1.5305
4.A.3.b.4.I05.D01,Repair furniture or upholstery.,8,0,0.0,4,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.5,M2,0.5,2,1.0
4.A.2.b.1.I08.D06,"Estimate labor or resource requirements for forestry, fishing, or agricultural operations.",8,0,0.0,0,0.0,0,0.0,1,0.125,1,0.125,0,0.0,4,0.5,2,0.25,M7,0.5,4,1.75
4.A.4.b.3.I01.D02,Teach life skills or strategies to clients or their families.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.875,0,0.0,1,0.125,M6,0.875,2,0.5436
4.A.4.b.4.I06.D06,Direct natural resources management or conservation programs.,7,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1429,0,0.0,1,0.1429,5,0.7143,Noise,0.7143,3,1.1488
4.A.4.b.4.I13.D06,Assign duties or work schedules to employees.,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.6667,0,0.0,2,0.3333,M6,0.6667,2,0.9183
4.A.4.b.3.I06.D03,Teach physical education.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,M6,1.0,1,-0.0
4.A.3.a.2.I36.D06,Assemble tires.,7,0,0.0,1,0.1429,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.8571,Noise,0.8571,2,0.5917
4.A.3.a.1.I11.D01,Use weapons or physical force to maintain security.,7,0,0.0,0,0.0,0,0.0,7,1.0,0,0.0,0,0.0,0,0.0,0,0.0,M4,1.0,1,-0.0
4.A.2.b.2.I16.D05,Design energy-efficient vehicles or vehicle components.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.5,5,0.5,M7,0.5,2,1.0
4.A.2.b.2.I03.D04,Develop promotional strategies for religious organizations.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.5,5,0.5,M7,0.5,2,1.0
4.A.2.a.4.I05.D04,Analyze green technology design requirements.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.8571,1,0.1429,M7,0.8571,2,0.5917
4.A.3.a.2.I28.D02,"Construct distinctive physical objects for artistic, functional, or commercial purposes.",9,0,0.0,4,0.4444,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111,4,0.4444,M2,0.4444,3,1.3921
4.A.1.a.1.I12.D01,Gather medical information from patient histories.,6,1,0.1667,0,0.0,0,0.0,0,0.0,0,0.0,5,0.8333,0,0.0,0,0.0,M6,0.8333,2,0.65
4.A.4.c.1.I03.D13,Conduct gaming transactions.,8,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,5,0.625,0,0.0,1,0.125,M6,0.625,3,1.2988
4.A.1.a.2.I02.D18,Monitor conditions at energy-producing landfills.,8,0,0.0,0,0.0,1,0.125,2,0.25,1,0.125,0,0.0,0,0.0,4,0.5,Noise,0.5,4,1.75
4.A.3.a.2.I22.D05,Position construction or extraction equipment.,8,3,0.375,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.5,Noise,0.5,3,1.4056
4.A.1.b.2.I05.D10,Inspect facilities to ensure compliance with fire regulations.,9,0,0.0,0,0.0,1,0.1111,0,0.0,2,0.2222,0,0.0,0,0.0,6,0.6667,Noise,0.6667,3,1.2244
4.A.3.a.2.I27.D02,Fabricate parts or components.,8,1,0.125,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,2,0.25,3,0.375,Noise,0.375,4,1.9056
4.A.1.a.2.I02.D19,Monitor the handling of hazardous materials or medical wastes.,7,1,0.1429,4,0.5714,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2857,M2,0.5714,3,1.3788
4.A.2.a.4.I07.D08,Analyze forecasting data to improve business decisions.,8,1,0.125,0,0.0,0,0.0,5,0.625,1,0.125,0,0.0,0,0.0,1,0.125,M4,0.625,4,1.5488
4.A.3.b.4.I03.D01,Repair electrical circuits or wiring.,8,0,0.0,0,0.0,0,0.0,5,0.625,1,0.125,0,0.0,0,0.0,2,0.25,M4,0.625,3,1.2988
4.A.4.a.1.I01.D04,"Explain engineering drawings, specifications, or other technical information.",8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,1,0.125,6,0.75,Noise,0.75,3,1.0613
4.A.4.b.4.I12.D03,"Direct sales, marketing, or customer service activities.",8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.625,0,0.0,3,0.375,M6,0.625,2,0.9544
4.A.3.b.4.I05.D05,Repair books or other printed material.,8,0,0.0,5,0.625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.375,M2,0.625,2,0.9544
4.A.4.a.4.I01.D02,Develop business relationships.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1429,0,0.0,6,0.8571,Noise,0.8571,2,0.5917
4.A.4.a.3.I02.D03,Present information to the public.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,1.0,0,0.0,0,0.0,M6,1.0,1,-0.0
4.A.3.a.3.I06.D02,Operate painting or coating equipment.,9,1,0.1111,4,0.4444,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.4444,M2,0.4444,3,1.3921
4.A.3.a.2.I41.D06,Lay out work according to specifications.,9,0,0.0,3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111,5,0.5556,Noise,0.5556,3,1.3516
4.A.2.b.5.I03.D03,Schedule appointments with prospective customers.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.7143,0,0.0,2,0.2857,M6,0.7143,2,0.8631
4.A.1.a.1.I20.D08,Research new technologies.,6,0,0.0,0,0.0,0,0.0,1,0.1667,1,0.1667,0,0.0,0,0.0,4,0.6667,Noise,0.6667,3,1.2516
4.A.1.b.2.I07.D07,Inspect material-moving equipment to detect problems.,8,2,0.25,0,0.0,0,0.0,3,0.375,2,0.25,0,0.0,0,0.0,1,0.125,M4,0.375,4,1.9056
4.A.2.b.2.I11.D05,Design furniture.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1429,6,0.8571,Noise,0.8571,2,0.5917
4.A.4.b.4.I06.D01,Direct surveying activities.,9,1,0.1111,0,0.0,0,0.0,1,0.1111,0,0.0,1,0.1111,0,0.0,6,0.6667,Noise,0.6667,4,1.4466
4.A.3.a.2.I33.D09,Apply sealants or other protective coatings.,10,0,0.0,8,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,M2,0.8,2,0.7219
4.A.1.a.1.I01.D02,Study details of musical compositions.,7,0,0.0,0,0.0,0,0.0,1,0.1429,1,0.1429,1,0.1429,0,0.0,4,0.5714,Noise,0.5714,4,1.6645
4.A.3.a.2.I30.D02,Drill holes in construction materials.,9,1,0.1111,1,0.1111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.7778,Noise,0.7778,3,0.9864
4.A.3.a.2.I34.D09,Connect cables or electrical lines.,8,0,0.0,0,0.0,0,0.0,2,0.25,0,0.0,0,0.0,0,0.0,6,0.75,Noise,0.75,2,0.8113
4.A.4.a.2.I03.D15,Confer with coworkers to coordinate work activities.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.7,0,0.0,3,0.3,M6,0.7,2,0.8813
4.A.4.b.4.I09.D03,Direct fundraising or financing activities.,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3333,4,0.4444,2,0.2222,M7,0.4444,3,1.5305
4.A.1.a.1.I21.D01,Investigate accidents to determine causes.,8,0,0.0,0,0.0,0,0.0,4,0.5,0,0.0,0,0.0,0,0.0,4,0.5,M4,0.5,2,1.0
4.A.2.b.3.I01.D10,Research topics in area of expertise.,7,0,0.0,0,0.0,0,0.0,7,1.0,0,0.0,0,0.0,0,0.0,0,0.0,M4,1.0,1,-0.0
4.A.3.a.2.I36.D01,"Build models, patterns, or templates.",6,0,0.0,0,0.0,0,0.0,1,0.1667,0,0.0,0,0.0,0,0.0,5,0.8333,Noise,0.8333,2,0.65
4.A.2.a.1.I01.D03,Evaluate characteristics of individuals to determine needs or eligibility.,8,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,6,0.75,0,0.0,1,0.125,M6,0.75,3,1.0613
4.A.1.a.1.I18.D03,Conduct research on social issues.,7,0,0.0,0,0.0,0,0.0,7,1.0,0,0.0,0,0.0,0,0.0,0,0.0,M4,1.0,1,-0.0
4.A.4.b.3.I03.D03,Provide safety training.,6,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1667,3,0.5,0,0.0,2,0.3333,M6,0.5,3,1.4591
4.A.3.a.2.I03.D01,Cut cooked or raw foods.,8,1,0.125,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.625,Noise,0.625,3,1.2988
4.A.3.b.6.I06.D01,Prepare official health documents or records.,7,2,0.2857,0,0.0,0,0.0,1,0.1429,0,0.0,4,0.5714,0,0.0,0,0.0,M6,0.5714,3,1.3788
4.A.3.a.2.I12.D09,Trim excess material from installations.,8,1,0.125,5,0.625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.25,M2,0.625,3,1.2988
4.A.3.b.4.I03.D04,Repair electrical components.,7,0,0.0,0,0.0,0,0.0,5,0.7143,1,0.1429,0,0.0,0,0.0,1,0.1429,M4,0.7143,3,1.1488
4.A.3.a.3.I09.D02,Operate precision equipment to control microscopic or nanoscopic processes.,8,1,0.125,3,0.375,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,3,0.375,M2,0.375,4,1.8113
4.A.3.a.3.I11.D01,Operate irrigation systems.,8,0,0.0,0,0.0,0,0.0,1,0.125,1,0.125,0,0.0,2,0.25,4,0.5,Noise,0.5,4,1.75
4.A.4.a.8.I03.D06,Correspond with customers to answer questions or resolve complaints.,8,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,6,0.75,0,0.0,1,0.125,M6,0.75,3,1.0613
4.A.1.b.2.I04.D06,Inspect structural components of vehicles to identify problems.,8,1,0.125,0,0.0,0,0.0,5,0.625,0,0.0,0,0.0,0,0.0,2,0.25,M4,0.625,3,1.2988
4.A.3.a.2.I02.D03,Collect samples of materials or products for testing.,9,2,0.2222,5,0.5556,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2222,M2,0.5556,3,1.4355
4.A.3.a.2.I37.D05,Stock serving stations or dining areas with food or supplies.,7,1,0.1429,6,0.8571,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,M2,0.8571,2,0.5917
4.A.3.a.2.I13.D06,"Melt metal, plastic, or other materials to prepare for production.",9,1,0.1111,4,0.4444,0,0.0,2,0.2222,0,0.0,0,0.0,1,0.1111,1,0.1111,M2,0.4444,5,2.0588
4.A.2.b.2.I17.D03,Design public or employee health programs.,10,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,1,0.1,8,0.8,Noise,0.8,3,0.9219
4.A.3.a.1.I03.D07,Clean patient rooms or patient treatment rooms.,10,1,0.1,6,0.6,0,0.0,0,0.0,0,0.0,3,0.3,0,0.0,0,0.0,M2,0.6,3,1.2955
4.A.3.a.3.I03.D05,"Break up rock, asphalt, or concrete.",8,1,0.125,4,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.375,M2,0.5,3,1.4056
4.A.4.a.5.I05.D02,Respond to emergencies to provide assistance.,8,1,0.125,0,0.0,0,0.0,6,0.75,0,0.0,0,0.0,0,0.0,1,0.125,M4,0.75,3,1.0613
4.A.3.a.2.I03.D03,Prepare meat products for sale or consumption.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,1.0,Noise,1.0,1,-0.0
4.A.4.b.3.I02.D01,Teach vocational courses.,8,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,7,0.875,0,0.0,0,0.0,M6,0.875,2,0.5436
4.A.3.a.1.I06.D07,Load agricultural or forestry products for shipment.,7,5,0.7143,1,0.1429,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1429,M1,0.7143,3,1.1488
4.A.3.a.3.I07.D04,Operate green energy production equipment.,5,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,4,0.8,Noise,0.8,2,0.7219
4.A.3.a.3.I09.D01,Operate laboratory or field equipment.,9,0,0.0,2,0.2222,0,0.0,3,0.3333,0,0.0,0,0.0,0,0.0,4,0.4444,Noise,0.4444,3,1.5305
4.A.3.a.2.I20.D03,Install audio or communications equipment.,7,0,0.0,0,0.0,0,0.0,1,0.1429,0,0.0,0,0.0,1,0.1429,5,0.7143,Noise,0.7143,3,1.1488
4.A.3.b.6.I07.D03,Prepare proposal documents.,8,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,3,0.375,1,0.125,3,0.375,M6,0.375,4,1.8113
4.A.2.a.2.I04.D03,Prepare cash for deposit or disbursement.,7,3,0.4286,0,0.0,0,0.0,1,0.1429,0,0.0,1,0.1429,0,0.0,2,0.2857,M1,0.4286,4,1.8424
4.A.4.b.4.I06.D02,Direct technical activities or operations.,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,Noise,1.0,1,-0.0
4.A.1.a.1.I23.D07,Interview claimants to get information related to legal proceedings.,7,0,0.0,0,0.0,0,0.0,2,0.2857,1,0.1429,1,0.1429,0,0.0,3,0.4286,Noise,0.4286,4,1.8424
4.A.4.a.2.I03.D05,Discuss problems or issues with supervisors.,9,0,0.0,0,0.0,0,0.0,1,0.1111,4,0.4444,1,0.1111,0,0.0,3,0.3333,M5,0.4444,4,1.7527
4.A.3.b.6.I13.D02,Prepare contracts or other transaction documents.,6,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3333,0,0.0,0,0.0,4,0.6667,Noise,0.6667,2,0.9183
4.A.3.a.2.I34.D06,Run wiring to connect equipment.,8,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,7,0.875,Noise,0.875,2,0.5436
4.A.4.a.2.I12.D02,Confer with court staff to clarify information.,8,0,0.0,0,0.0,0,0.0,5,0.625,0,0.0,1,0.125,0,0.0,2,0.25,M4,0.625,3,1.2988
4.A.1.a.1.I03.D07,Investigate illegal or suspicious activities.,6,0,0.0,0,0.0,0,0.0,4,0.6667,0,0.0,0,0.0,0,0.0,2,0.3333,M4,0.6667,2,0.9183
4.A.4.a.4.I01.D03,Develop working relationships with others to facilitate program activities.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.5,1,0.125,3,0.375,M6,0.5,3,1.4056
4.A.1.a.1.I13.D01,Research livestock management methods.,7,0,0.0,0,0.0,0,0.0,1,0.1429,1,0.1429,0,0.0,5,0.7143,0,0.0,M7,0.7143,3,1.1488
4.A.2.a.3.I02.D01,Assess compliance with environmental laws.,9,0,0.0,0,0.0,0,0.0,3,0.3333,0,0.0,0,0.0,1,0.1111,5,0.5556,Noise,0.5556,3,1.3516
4.A.2.b.1.I04.D11,Determine protocols for medical procedures.,7,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1429,5,0.7143,0,0.0,1,0.1429,M6,0.7143,3,1.1488
4.A.1.b.2.I07.D09,Conduct validation tests of equipment or processes.,8,0,0.0,0,0.0,0,0.0,2,0.25,0,0.0,0,0.0,0,0.0,6,0.75,Noise,0.75,2,0.8113
4.A.3.a.2.I21.D01,"Treat nails by shaping, decorating, or augmenting.",11,0,0.0,9,0.8182,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1818,M2,0.8182,2,0.684
4.A.3.b.6.I08.D29,Record information from meetings or other formal proceedings.,8,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,2,0.25,0,0.0,5,0.625,Noise,0.625,3,1.2988
4.A.4.b.6.I08.D03,Recommend legal actions.,7,0,0.0,0,0.0,0,0.0,4,0.5714,0,0.0,3,0.4286,0,0.0,0,0.0,M4,0.5714,2,0.9852
4.A.3.b.4.I02.D16,Maintain work equipment or machinery.,8,0,0.0,0,0.0,0,0.0,5,0.625,2,0.25,0,0.0,0,0.0,1,0.125,M4,0.625,3,1.2988
4.A.1.b.2.I06.D13,Inspect food products.,10,3,0.3,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,5,0.5,Noise,0.5,4,1.6855
4.A.1.b.1.I02.D03,Identify investment opportunities or strategies.,8,0,0.0,0,0.0,0,0.0,2,0.25,0,0.0,5,0.625,0,0.0,1,0.125,M6,0.625,3,1.2988
4.A.4.b.6.I05.D12,Recommend changes or corrective procedures.,7,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1429,0,0.0,0,0.0,6,0.8571,Noise,0.8571,2,0.5917
4.A.3.a.2.I22.D06,"Position equipment using hand tools, power tools, or heavy equipment.",8,1,0.125,2,0.25,0,0.0,2,0.25,0,0.0,0,0.0,0,0.0,3,0.375,Noise,0.375,4,1.9056
4.A.3.b.6.I16.D02,Write material for artistic or entertainment purposes.,8,2,0.25,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,5,0.625,Noise,0.625,3,1.2988
4.A.4.b.4.I06.D09,Direct medical science or healthcare programs.,8,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,7,0.875,Noise,0.875,2,0.5436
4.A.1.a.2.I07.D07,Maintain surveillance of individuals or establishments.,10,0,0.0,0,0.0,0,0.0,8,0.8,0,0.0,0,0.0,0,0.0,2,0.2,M4,0.8,2,0.7219
4.A.4.c.1.I05.D05,Prepare outgoing shipments.,9,7,0.7778,1,0.1111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111,M1,0.7778,3,0.9864
4.A.1.b.2.I10.D09,Examine physical characteristics of gemstones or precious metals.,7,0,0.0,4,0.5714,0,0.0,1,0.1429,0,0.0,0,0.0,0,0.0,2,0.2857,M2,0.5714,3,1.3788
4.A.3.a.1.I05.D08,Remove excess materials from finished construction projects.,6,1,0.1667,3,0.5,0,0.0,1,0.1667,0,0.0,0,0.0,0,0.0,1,0.1667,M2,0.5,4,1.7925
4.A.4.a.8.I03.D01,Respond to customer problems or complaints.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.875,0,0.0,1,0.125,M6,0.875,2,0.5436
4.A.4.b.3.I04.D06,Instruct staff in work policies or procedures.,7,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2857,4,0.5714,0,0.0,1,0.1429,M6,0.5714,3,1.3788
4.A.3.b.6.I08.D12,Maintain student records.,9,3,0.3333,0,0.0,1,0.1111,1,0.1111,0,0.0,1,0.1111,0,0.0,3,0.3333,M1,0.3333,5,2.1133
4.A.1.b.3.I01.D02,"Calculate dimensions of workpieces, products, or equipment.",6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1667,5,0.8333,Noise,0.8333,2,0.65
4.A.1.a.2.I06.D02,Monitor patron activities to identify problems or potential problems.,7,0,0.0,0,0.0,0,0.0,6,0.8571,0,0.0,0,0.0,0,0.0,1,0.1429,M4,0.8571,2,0.5917
4.A.4.a.3.I03.D05,Provide customer service to clients or users.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,M6,1.0,1,-0.0
4.A.2.b.2.I23.D03,Develop methods of social or economic research.,9,0,0.0,0,0.0,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,M4,1.0,1,-0.0
4.A.4.b.3.I06.D06,Conduct health or safety training programs.,8,0,0.0,0,0.0,0,0.0,0,0.0,3,0.375,5,0.625,0,0.0,0,0.0,M6,0.625,2,0.9544
4.A.2.b.2.I06.D02,Develop technical or scientific databases.,8,0,0.0,0,0.0,0,0.0,2,0.25,0,0.0,0,0.0,0,0.0,6,0.75,Noise,0.75,2,0.8113
4.A.3.a.1.I03.D12,Clean facilities or sites.,8,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,M2,1.0,1,-0.0
4.A.3.b.6.I08.D11,Document operational activities.,10,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,0,0.0,0,0.0,8,0.8,Noise,0.8,2,0.7219
4.A.1.a.2.I09.D04,Monitor activities affecting environmental quality.,8,0,0.0,0,0.0,0,0.0,3,0.375,1,0.125,0,0.0,0,0.0,4,0.5,Noise,0.5,3,1.4056
4.A.2.b.1.I04.D04,Determine operational procedures.,8,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,7,0.875,Noise,0.875,2,0.5436
4.A.3.a.3.I03.D04,Operate excavation equipment.,9,0,0.0,0,0.0,0,0.0,1,0.1111,0,0.0,0,0.0,0,0.0,8,0.8889,Noise,0.8889,2,0.5033
4.A.1.a.2.I09.D05,Assess characteristics of fires.,8,0,0.0,0,0.0,0,0.0,7,0.875,1,0.125,0,0.0,0,0.0,0,0.0,M4,0.875,2,0.5436
4.A.4.b.3.I04.D12,Train personnel in organizational or compliance procedures.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.8571,0,0.0,1,0.1429,M6,0.8571,2,0.5917
4.A.1.a.2.I07.D09,Monitor work areas or procedures to ensure compliance with safety procedures.,7,1,0.1429,0,0.0,0,0.0,0,0.0,5,0.7143,0,0.0,0,0.0,1,0.1429,M5,0.7143,3,1.1488
4.A.4.b.4.I01.D04,Supervise service workers.,8,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,4,0.5,0,0.0,3,0.375,M6,0.5,3,1.4056
