DWA_ID,step_order,action_description,mapped_stage,cognitive_or_physical,cluster_id,intelligence_type,confidence,conf_LLM,conf_Multimodal_Perception,conf_Embodied,conf_Human_Bound
4.A.3.b.6.I08.D18,6,"Record the collected data accurately in the designated format (notebook, digital file, database).",Manipulation_Execution,Physical,-1,LLM,0.9339,0.9339,0.0558,0.007,0.0032
4.A.3.b.6.I08.D18,7,"Review the recorded data for completeness, consistency, and potential errors.",Feedback_Verification,Cognitive,16,LLM,0.897,0.897,0.0997,1e-04,0.0032
4.A.3.b.6.I08.D18,8,"Store the recorded data securely in the appropriate location (physical archive, digital storage system).",Navigation_Addressing,Physical,15,Human_Bound,0.4701,0.4295,0.013,0.0874,0.4701
4.A.2.b.2.I18.D06,1,Review the documentation and specifications for the energy production system.,Intent_Communication,Cognitive,13,LLM,0.9558,0.9558,0.0414,0.0014,0.0015
4.A.2.b.2.I18.D06,2,"Open the appropriate design software (e.g., CAD, Illustrator) and create a new project.",Navigation_Addressing,Physical,27,Embodied,0.6456,0.3162,0.0301,0.6456,0.008
4.A.2.b.2.I18.D06,3,"Identify and sketch the key components of the system (e.g., panels, turbines, generators, batteries).",Perception_Diagnosis,Cognitive,-1,LLM,0.8747,0.8747,0.0966,0.0277,0.0009
4.A.2.b.2.I18.D06,4,Create digital representations of the components and arrange them according to the sketch.,Manipulation_Execution,Physical,26,Embodied,0.6732,0.1179,0.2048,0.6732,0.0041
4.A.2.b.2.I18.D06,5,"Add connections (e.g., wiring, data lines) and labels to clarify component functions and relationships.",Manipulation_Execution,Physical,27,LLM,0.6873,0.6873,0.2821,0.0271,0.0034
4.A.2.b.2.I18.D06,6,"Review the graphical representation for accuracy, completeness, and visual appeal.",Feedback_Verification,Cognitive,-1,LLM,0.7572,0.7572,0.2353,0.0038,0.0037
4.A.2.b.2.I18.D06,7,"Export the final representation in a suitable format (e.g., PDF, PNG) for sharing and presentation.",Navigation_Addressing,Physical,-1,LLM,0.5723,0.5723,0.0365,0.1635,0.2277
4.A.4.b.6.I11.D01,1,"Warmly greet the clients, introduce yourself, and inquire about their needs, preferences, and budget.",Intent_Communication,Cognitive,3,LLM,0.809,0.809,0.0041,0.0073,0.1797
4.A.4.b.6.I11.D01,2,"Actively listen to the clients, asking clarifying questions to understand their lifestyle, desired location, and must-have features.",Intent_Communication,Cognitive,3,LLM,0.9441,0.9441,0.001,0.0007,0.0541
4.A.4.b.6.I11.D01,3,Leverage real estate databases and market knowledge to identify properties that align with the clients' criteria.,Navigation_Addressing,Cognitive,-1,LLM,0.9823,0.9823,0.0052,0.0032,0.0093
4.A.4.b.6.I11.D01,4,"Present a curated selection of properties to the clients, highlighting key features and potential benefits.",Manipulation_Execution,Cognitive,-1,LLM,0.9783,0.9783,0.0017,0.0007,0.0193
4.A.4.b.6.I11.D01,5,"Schedule and accompany clients on property viewings, providing insights and answering questions.",Manipulation_Execution,Physical,3,LLM,0.7763,0.7763,0.0032,0.0029,0.2176
4.A.4.b.6.I11.D01,6,"Discuss the pros and cons of each viewed property, addressing client concerns and preferences.",Feedback_Verification,Cognitive,3,LLM,0.784,0.784,0.003,0.0008,0.2123
4.A.4.b.6.I11.D01,7,"Guide clients through the offer process, negotiation, and closing procedures.",Manipulation_Execution,Cognitive,3,LLM,0.6502,0.6502,0.0003,0.0014,0.348
4.A.4.b.6.I11.D01,8,Celebrate the successful purchase with the clients and offer ongoing support for their transition.,Feedback_Verification,Cognitive,3,Human_Bound,0.6422,0.3533,0.0005,0.0041,0.6422
4.A.3.a.2.I13.D03,1,"Review site plans, regulations, and safety standards.",Intent_Communication,Cognitive,19,LLM,0.9381,0.9381,0.0534,0.0022,0.0064
4.A.3.a.2.I13.D03,2,"Conduct a site survey to identify hazards, obstacles, and the exact excavation area.",Perception_Diagnosis,Cognitive & Physical,-1,LLM,0.7663,0.7663,0.1903,0.0321,0.0113
4.A.3.a.2.I13.D03,3,Mark the excavation boundaries using GPS and physical markers.,Navigation_Addressing,Physical,-1,Multimodal_Perception,0.5001,0.2697,0.5001,0.2243,0.006
4.A.3.a.2.I13.D03,4,"Clear the site of debris, vegetation, and obstacles.",Manipulation_Execution,Physical,8,Embodied,0.8496,0.1005,0.0408,0.8496,0.0091
4.A.3.a.2.I13.D03,5,"Install initial safety barriers, warning signs, and temporary lighting.",Navigation_Addressing,Physical,-1,Embodied,0.7014,0.1889,0.0801,0.7014,0.0296
4.A.3.a.2.I13.D03,6,"Deploy and connect excavation equipment (drills, shovels, etc.) and power/water supply.",Manipulation_Execution,Physical,-1,Embodied,0.6425,0.2957,0.0515,0.6425,0.0103
4.A.3.a.2.I13.D03,7,Conduct a final safety inspection of the prepared site and equipment.,Feedback_Verification,Cognitive & Physical,-1,LLM,0.4802,0.4802,0.4383,0.0293,0.0522
4.A.3.a.2.I13.D03,8,Brief the site workers on safety procedures and the excavation plan.,Intent_Communication,Cognitive,-1,LLM,0.7959,0.7959,0.0686,0.0472,0.0883
4.A.3.a.2.I09.D16,1,"Don appropriate PPE (safety glasses, gloves).",Intent_Communication,Physical,5,Embodied,0.7993,0.0024,0.1868,0.7993,0.0114
4.A.3.a.2.I09.D16,2,"Locate the designated power supply installation point and review relevant documentation (wiring diagrams, manuals).",Navigation_Addressing,Cognitive,-1,Multimodal_Perception,0.6531,0.1965,0.6531,0.1068,0.0436
4.A.3.a.2.I09.D16,3,Verify power is OFF at the installation point using a voltage tester.,Perception_Diagnosis,Physical,34,Multimodal_Perception,0.9762,0.0029,0.9762,0.0162,0.0046
4.A.3.a.2.I09.D16,4,Disconnect existing power supply connections (if applicable).,Manipulation_Execution,Physical,34,Embodied,0.6513,0.0096,0.2948,0.6513,0.0442
4.A.3.a.2.I09.D16,5,"Connect the new power supply unit, ensuring secure connections and proper grounding.",Manipulation_Execution,Physical,-1,Embodied,0.4345,0.1558,0.2462,0.4345,0.1636
4.A.3.a.2.I09.D16,6,Verify correct voltage and functionality using a multimeter.,Feedback_Verification,Physical,-1,Multimodal_Perception,0.9028,0.0675,0.9028,0.002,0.0276
4.A.3.a.2.I09.D16,7,"Document the installation, including connections made and any observations.",Feedback_Verification,Cognitive,-1,Multimodal_Perception,0.865,0.1127,0.865,0.0099,0.0123
4.A.3.a.2.I12.D08,1,"Retrieve the fabric, pattern pieces, and cutting tool.",Navigation_Addressing,Physical,24,Embodied,0.9602,0.0141,0.0219,0.9602,0.0038
4.A.3.a.2.I12.D08,2,"Spread the fabric on the cutting table, smoothing out wrinkles.",Navigation_Addressing,Physical,24,Embodied,0.9793,0.0026,0.0163,0.9793,0.0018
4.A.3.a.2.I12.D08,3,"Position and align the pattern pieces on the fabric, considering grain lines.",Perception_Diagnosis,Cognitive,24,Embodied,0.6898,0.0145,0.2951,0.6898,0.0005
4.A.3.a.2.I12.D08,4,Secure the pattern pieces to the fabric using weights or pins.,Manipulation_Execution,Physical,24,Embodied,0.9888,0.002,0.0086,0.9888,0.0005
4.A.3.a.2.I12.D08,5,Cut along the pattern piece outlines using the selected cutting tool.,Manipulation_Execution,Physical,26,Embodied,0.968,0.0157,0.013,0.968,0.0033
4.A.3.a.2.I12.D08,6,Inspect the cut fabric pieces for accuracy and remove any excess threads.,Feedback_Verification,Cognitive,24,Multimodal_Perception,0.897,0.0012,0.897,0.1017,1e-04
4.A.3.a.2.I12.D08,7,Organize and label the cut fabric pieces for the next stage of production.,Navigation_Addressing,Cognitive,24,Embodied,0.5794,0.3851,0.0333,0.5794,0.0022
4.A.1.b.3.I02.D07,1,"Review the project plan and specifications to identify the scope of work, including specific tasks, materials required, and quantities.",Intent_Communication,Cognitive,32,LLM,0.9935,0.9935,0.0032,0.0008,0.0025
4.A.1.b.3.I02.D07,2,"Research and gather current market data on labor rates and material prices, considering local market conditions and any relevant taxes or fees.",Navigation_Addressing,Cognitive,0,LLM,0.9933,0.9933,0.0014,0.0017,0.0035
4.A.1.b.3.I02.D07,3,"Estimate labor hours required for each task, considering factors such as crew sizes, productivity rates, and potential delays.",Manipulation_Execution,Cognitive,0,LLM,0.9901,0.9901,0.0059,0.001,0.003
4.A.1.b.3.I02.D07,4,Calculate total material costs by multiplying the quantity of each material by its unit price.,Manipulation_Execution,Cognitive,0,LLM,0.8736,0.8736,0.0465,0.0762,0.0037
4.A.1.b.3.I02.D07,5,Calculate total labor costs by multiplying the estimated labor hours for each task by the corresponding hourly labor rate.,Manipulation_Execution,Cognitive,0,LLM,0.9856,0.9856,0.0083,0.0036,0.0025
4.A.1.b.3.I02.D07,6,Sum the total labor costs and total material costs to determine the overall project cost estimate.,Manipulation_Execution,Cognitive,0,LLM,0.9826,0.9826,0.0091,0.0036,0.0047
4.A.1.b.3.I02.D07,7,"Review the cost estimate for accuracy and completeness, making adjustments as needed based on any unforeseen factors or contingencies.",Feedback_Verification,Cognitive,0,LLM,0.9582,0.9582,0.0143,0.0011,0.0265
4.A.1.b.3.I02.D07,8,"Present the final cost estimate to the client or relevant stakeholders, clearly explaining the breakdown of costs and addressing any questions or concerns.",Intent_Communication,Cognitive,0,LLM,0.8038,0.8038,0.0008,0.0024,0.193
4.A.3.a.1.I04.D01,1,"Inspect the work area and identify surfaces and structures that require protection (e.g., floors, furniture, walls).",Perception_Diagnosis,Cognitive,-1,Multimodal_Perception,0.7261,0.2261,0.7261,0.0266,0.0211
4.A.3.a.1.I04.D01,2,"Select appropriate protective materials based on the identified vulnerabilities (e.g., drop cloths, plastic sheeting, cardboard).",Intent_Communication,Cognitive,5,Multimodal_Perception,0.4181,0.2664,0.4181,0.2891,0.0264
4.A.3.a.1.I04.D01,3,Retrieve the chosen protective materials from the designated storage area.,Navigation_Addressing,Physical,-1,Embodied,0.9899,0.0011,0.0059,0.9899,0.0031
4.A.3.a.1.I04.D01,4,"Position and secure the protective materials around the work area, ensuring complete coverage of vulnerable surfaces.",Manipulation_Execution,Physical,-1,Embodied,0.6089,0.223,0.1456,0.6089,0.0226
4.A.3.a.1.I04.D01,5,Visually inspect the protected area to confirm adequate coverage and secure attachment of all materials.,Feedback_Verification,Cognitive,-1,Multimodal_Perception,0.6917,0.2237,0.6917,0.0681,0.0165
4.A.3.a.1.I10.D06,1,The operator inspects the heavy equipment (crane or excavator) to ensure it's in good working condition and has sufficient fuel.,Intent_Communication,Physical,28,Multimodal_Perception,0.9338,0.0299,0.9338,0.0321,0.0041
4.A.3.a.1.I10.D06,2,"The operator communicates with the ground crew/site foreman to confirm the location of the object, the designated placement area, and any safety protocols.",Intent_Communication,Cognitive,28,Multimodal_Perception,0.48,0.2144,0.48,0.2089,0.0967
4.A.3.a.1.I10.D06,3,"The operator navigates the heavy equipment to the location of the object, carefully avoiding obstacles and other workers.",Navigation_Addressing,Physical,28,Embodied,0.6511,0.0291,0.3136,0.6511,0.0062
4.A.3.a.1.I10.D06,4,"The ground crew secures the object to the heavy equipment's lifting mechanism (hooks, forks, etc.).",Manipulation_Execution,Physical,28,Embodied,0.9619,0.0052,0.0289,0.9619,0.004
4.A.3.a.1.I10.D06,5,"The operator carefully lifts the object off the ground, monitoring stability and ensuring it clears any obstacles.",Manipulation_Execution,Physical,28,Embodied,0.6078,0.0244,0.3567,0.6078,0.0111
4.A.3.a.1.I10.D06,6,"The operator navigates the heavy equipment to the designated placement area, carefully avoiding obstacles.",Navigation_Addressing,Physical,28,Embodied,0.8129,0.0341,0.1473,0.8129,0.0056
4.A.3.a.1.I10.D06,7,"The operator slowly lowers the object to the ground at the designated location, ensuring it is placed correctly and securely.",Manipulation_Execution,Physical,28,Embodied,0.8086,0.0154,0.1663,0.8086,0.0096
4.A.3.a.1.I10.D06,8,The ground crew verifies the object's placement and signals the operator.,Feedback_Verification,Physical,28,Multimodal_Perception,0.5892,0.1348,0.5892,0.2258,0.0502
4.A.3.a.1.I10.D06,9,The operator detaches the lifting mechanism from the object and moves the heavy equipment away from the area.,Manipulation_Execution,Physical,28,Embodied,0.943,0.0047,0.0437,0.943,0.0086
4.A.3.b.4.I01.D06,1,Review building blueprints and maintenance records to locate the HVAC unit and understand its role in the building's climate control system.,Intent_Communication,Cognitive,33,LLM,0.6525,0.6525,0.3314,0.0084,0.0077
4.A.3.b.4.I01.D06,2,Navigate to the HVAC unit location.,Navigation_Addressing,Physical,33,Multimodal_Perception,0.649,0.1783,0.649,0.1513,0.0214
4.A.3.b.4.I01.D06,3,Visually inspect the unit for obvious signs of malfunction.,Perception_Diagnosis,Cognitive,34,Multimodal_Perception,0.999,0.0007,0.999,0.0002,1e-04
4.A.3.b.4.I01.D06,4,Use diagnostic tools to measure system parameters.,Perception_Diagnosis,Physical,-1,Multimodal_Perception,0.9874,0.0122,0.9874,0.0002,0.0002
4.A.3.b.4.I01.D06,5,Determine the necessary repair based on the diagnosis.,Intent_Communication,Cognitive,30,Multimodal_Perception,0.9018,0.0724,0.9018,0.0045,0.0213
4.A.3.b.4.I01.D06,6,Gather the required tools and replacement parts.,Navigation_Addressing,Physical,-1,Embodied,0.9704,0.005,0.0232,0.9704,0.0015
4.A.3.b.4.I01.D06,7,"Perform the repair, following safety protocols.",Manipulation_Execution,Physical,34,Multimodal_Perception,0.9167,0.0027,0.9167,0.0751,0.0055
4.A.3.b.4.I01.D06,8,Test the repaired unit to ensure it is functioning correctly.,Feedback_Verification,Cognitive,34,Multimodal_Perception,0.9966,0.0011,0.9966,0.0018,0.0005
4.A.3.b.4.I01.D06,9,"Document the repair, including the diagnosed problem, work performed, and recommendations.",Intent_Communication,Cognitive,30,Multimodal_Perception,0.4717,0.4514,0.4717,0.0125,0.0644
4.A.1.b.3.I02.D05,1,"Review project specifications and identify green features, such as solar panels, energy-efficient materials, and renewable energy sources.",Intent_Communication,Cognitive,13,LLM,0.9585,0.9585,0.0334,0.0038,0.0044
4.A.1.b.3.I02.D05,2,"Research and gather cost data for each green feature, including materials, equipment, labor, and potential savings from reduced energy consumption.",Navigation_Addressing,Cognitive,13,LLM,0.9811,0.9811,0.0097,0.0067,0.0026
4.A.1.b.3.I02.D05,3,"Calculate the total cost of materials, equipment, and labor for each green feature.",Perception_Diagnosis,Cognitive,0,LLM,0.9606,0.9606,0.0229,0.013,0.0034
4.A.1.b.3.I02.D05,4,"Identify and research potential government incentives, rebates, and tax credits for green projects.",Navigation_Addressing,Cognitive,13,LLM,0.9658,0.9658,0.0051,0.0033,0.0258
4.A.1.b.3.I02.D05,5,Calculate the potential energy savings and revenue streams from renewable energy sources over the lifespan of the project.,Perception_Diagnosis,Cognitive,13,LLM,0.9943,0.9943,0.002,0.0007,0.003
4.A.1.b.3.I02.D05,6,"Summarize the initial investment, long-term savings, and potential incentives in a detailed cost breakdown.",Manipulation_Execution,Cognitive,0,LLM,0.9963,0.9963,0.0007,0.0006,0.0024
4.A.1.b.3.I02.D05,7,"Review the cost breakdown for accuracy, completeness, and potential improvements with stakeholders and experts.",Feedback_Verification,Cognitive,0,LLM,0.9943,0.9943,0.0024,1e-04,0.0032
4.A.1.b.3.I02.D05,8,"Prepare a presentation to communicate the cost breakdown to stakeholders, explaining the methodology and assumptions used.",Feedback_Verification,Cognitive,0,LLM,0.9974,0.9974,0.0003,0.0002,0.0021
4.A.1.b.3.I02.D05,9,"Deliver the cost breakdown presentation to stakeholders, answer questions, and incorporate feedback into the final estimate.",Feedback_Verification,Cognitive,0,LLM,0.9928,0.9928,0.0006,0.0002,0.0064
4.A.1.b.3.I02.D05,10,"Document the final estimated costs, assumptions, and methodology for future reference and project approval.",Intent_Communication,Cognitive,0,LLM,0.9968,0.9968,0.0007,1e-04,0.0025
4.A.4.b.4.I11.D04,1,"Review the event plan, confirming schedule, speaker details, and venue logistics.",Intent_Communication,Cognitive,21,LLM,0.8364,0.8364,0.0045,0.0146,0.1445
4.A.4.b.4.I11.D04,2,"Arrive at the venue and inspect the event space, noting any issues or setup requirements.",Perception_Diagnosis,Physical,21,LLM,0.5815,0.5815,0.3556,0.035,0.028
4.A.4.b.4.I11.D04,3,"Set up the registration desk, ensuring necessary materials (name tags, sign-in sheets) are available.",Manipulation_Execution,Physical,21,LLM,0.8125,0.8125,0.0103,0.0985,0.0787
4.A.4.b.4.I11.D04,4,"Coordinate with AV vendor to set up audio-visual equipment, testing functionality.",Manipulation_Execution,Physical,21,LLM,0.878,0.878,0.0571,0.011,0.0539
4.A.4.b.4.I11.D04,5,"Arrange seating according to the event format, prioritizing comfort and networking opportunities.",Manipulation_Execution,Physical,21,LLM,0.8412,0.8412,0.0084,0.0309,0.1195
4.A.4.b.4.I11.D04,6,"Welcome attendees, direct them to registration, and provide event materials.",Intent_Communication,Cognitive,21,LLM,0.7811,0.7811,0.0061,0.0424,0.1703
4.A.4.b.4.I11.D04,7,"Introduce speakers, facilitate Q&A sessions, and monitor the event's progress.",Intent_Communication,Cognitive,21,LLM,0.7905,0.7905,0.0083,0.0084,0.1928
4.A.4.b.4.I11.D04,8,Address any technical issues or logistical challenges that arise during the event.,Perception_Diagnosis,Cognitive,21,LLM,0.9025,0.9025,0.0065,0.0074,0.0836
4.A.4.b.4.I11.D04,9,"Conclude the event, thanking attendees and speakers, and ensuring a smooth exit.",Feedback_Verification,Cognitive,21,Human_Bound,0.7947,0.1115,0.0052,0.0885,0.7947
4.A.4.c.1.I01.D02,1,Retrieve the first document from the stack and identify its category.,Intent_Communication,Cognitive,28,Embodied,0.3773,0.1829,0.3718,0.3773,0.0681
4.A.4.c.1.I01.D02,2,Locate the appropriate file folder based on the document category.,Navigation_Addressing,Cognitive,15,Embodied,0.5779,0.1279,0.1607,0.5779,0.1335
4.A.4.c.1.I01.D02,3,Retrieve the file folder and place it on the desk.,Manipulation_Execution,Physical,28,Embodied,0.8531,0.0052,0.1153,0.8531,0.0264
4.A.4.c.1.I01.D02,4,Review the contents of the file folder to determine the correct placement of the new document.,Perception_Diagnosis,Cognitive,15,Embodied,0.658,0.0982,0.1004,0.658,0.1434
4.A.4.c.1.I01.D02,5,Insert the document into the file folder at the appropriate location.,Manipulation_Execution,Physical,15,Embodied,0.791,0.0648,0.0265,0.791,0.1177
4.A.4.c.1.I01.D02,6,Return the file folder to its original location in the filing cabinet.,Manipulation_Execution,Physical,28,Embodied,0.9378,0.0047,0.0157,0.9378,0.0418
4.A.4.c.1.I01.D02,7,Repeat steps 1-6 for each remaining document in the stack.,Feedback_Verification,Cognitive & Physical,9,Embodied,0.8424,0.1046,0.0378,0.8424,0.0152
4.A.2.a.4.I06.D06,1,"Review the data dictionary and clinical trial design to understand the structure, variables, and treatment groups.",Intent_Communication,Cognitive,1,LLM,0.6973,0.6973,0.0068,0.0003,0.2956
4.A.2.a.4.I06.D06,2,Load the dataset into a statistical software program.,Navigation_Addressing,Physical,16,LLM,0.8357,0.8357,0.1291,0.0242,0.011
4.A.2.a.4.I06.D06,3,"Clean the data by handling missing values, outliers, and inconsistencies.",Perception_Diagnosis,Cognitive,16,LLM,0.9265,0.9265,0.0588,0.0105,0.0042
4.A.2.a.4.I06.D06,4,"Select appropriate statistical tests (e.g., t-test, ANOVA, regression) based on the research question and data characteristics.",Intent_Communication,Cognitive,17,LLM,0.883,0.883,0.0908,0.0014,0.0247
4.A.2.a.4.I06.D06,5,"Perform the selected statistical tests and calculate relevant metrics (e.g., effect size, p-value).",Manipulation_Execution,Physical,17,LLM,0.9542,0.9542,0.0262,0.0005,0.0191
4.A.2.a.4.I06.D06,6,"Interpret the results, considering statistical significance, effect size, and confidence intervals.",Perception_Diagnosis,Cognitive,17,LLM,0.6182,0.6182,0.0777,0.0027,0.3014
4.A.2.a.4.I06.D06,7,"Summarize the findings in a clear and concise report, including visualizations to effectively communicate the results.",Feedback_Verification,Cognitive,17,LLM,0.9529,0.9529,0.0151,0.0007,0.0313
4.A.3.a.2.I42.D05,1,Retrieve the item to be packaged from the designated location.,Navigation_Addressing,Physical,28,Embodied,0.984,0.009,0.0031,0.984,0.0039
4.A.3.a.2.I42.D05,2,"Select the appropriate packaging materials based on item size, fragility, and shipping requirements.",Perception_Diagnosis,Cognitive,28,Embodied,0.7484,0.1987,0.0277,0.7484,0.0252
4.A.3.a.2.I42.D05,3,"Place the item securely within the chosen packaging, using protective materials as needed.",Manipulation_Execution,Physical,28,Embodied,0.9929,0.0017,0.0017,0.9929,0.0037
4.A.3.a.2.I42.D05,4,"Seal the package securely using tape, adhesives, or other fastening methods.",Manipulation_Execution,Physical,28,Embodied,0.9782,0.0032,0.007,0.9782,0.0116
4.A.3.a.2.I42.D05,5,Print and attach the shipping label with the correct recipient address and any necessary handling instructions.,Intent_Communication,Physical,28,Embodied,0.9525,0.0203,0.0038,0.9525,0.0233
4.A.3.a.2.I42.D05,6,Visually inspect the packaged item for any signs of damage or improper packaging.,Feedback_Verification,Cognitive,26,Multimodal_Perception,0.935,0.0036,0.935,0.0591,0.0023
4.A.3.a.2.I42.D05,7,Place the packaged item in the designated area for shipment or onto the conveyor belt.,Navigation_Addressing,Physical,28,Embodied,0.9986,0.0006,0.0005,0.9986,0.0003
4.A.4.a.3.I02.D01,1,Define the target audience and their specific health concerns.,Intent_Communication,Cognitive,-1,Human_Bound,0.5317,0.4644,0.0032,0.0007,0.5317
4.A.4.a.3.I02.D01,2,Gather credible health and wellness information from reputable sources.,Intent_Communication,Cognitive,-1,Human_Bound,0.5836,0.4083,0.0044,0.0037,0.5836
4.A.4.a.3.I02.D01,3,"Structure the presentation content, outlining key points and supporting data.",Intent_Communication,Cognitive,22,LLM,0.9894,0.9894,0.0023,0.0011,0.0072
4.A.4.a.3.I02.D01,4,"Prepare visual aids (slides, handouts) to support the presentation.",Navigation_Addressing,Physical,22,LLM,0.8331,0.8331,0.0175,0.0286,0.1208
4.A.4.a.3.I02.D01,5,"Set up the presentation space and equipment (projector, screen, etc.).",Navigation_Addressing,Physical,21,LLM,0.6238,0.6238,0.0297,0.1262,0.2203
4.A.4.a.3.I02.D01,6,"Deliver the presentation, using clear language, visual aids, and engaging delivery.",Manipulation_Execution,Cognitive & Physical,22,LLM,0.5832,0.5832,0.0072,0.0316,0.3781
4.A.4.a.3.I02.D01,7,"Address audience questions, clarifying any points of confusion.",Feedback_Verification,Cognitive,22,Human_Bound,0.5701,0.4217,0.0051,0.0031,0.5701
4.A.4.a.3.I02.D01,8,Distribute handouts or provide contact information for further resources.,Feedback_Verification,Physical,-1,LLM,0.6399,0.6399,0.0049,0.1328,0.2224
4.A.3.a.2.I29.D03,1,"Don personal protective equipment (PPE) including gloves, apron, and hairnet.",Intent_Communication,Physical,5,Embodied,0.8623,0.0076,0.103,0.8623,0.0271
4.A.3.a.2.I29.D03,2,Inspect the carcass for any visible defects or contamination.,Perception_Diagnosis,Cognitive,-1,Multimodal_Perception,0.9637,0.0179,0.9637,0.0111,0.0072
4.A.3.a.2.I29.D03,3,Move the carcass onto the processing table using a hoist or conveyor system.,Navigation_Addressing,Physical,-1,Embodied,0.9876,0.0034,0.0054,0.9876,0.0037
4.A.3.a.2.I29.D03,4,Trim any excess fat or connective tissue from the carcass.,Manipulation_Execution,Physical,-1,Embodied,0.8152,0.0345,0.1189,0.8152,0.0314
4.A.3.a.2.I29.D03,5,"Cut the carcass into primal cuts (e.g., chuck, rib, loin) using appropriate tools.",Manipulation_Execution,Physical,-1,Embodied,0.944,0.0172,0.018,0.944,0.0208
4.A.3.a.2.I29.D03,6,Place the primal cuts into designated bins or containers.,Navigation_Addressing,Physical,-1,Embodied,0.9877,0.0057,0.0049,0.9877,0.0016
4.A.3.a.2.I29.D03,7,Clean and sanitize the processing table and tools used.,Feedback_Verification,Physical,8,Multimodal_Perception,0.6089,0.1636,0.6089,0.2122,0.0153
4.A.4.a.2.I07.D03,1,"A primary school teacher initiates a meeting with relevant specialists (curriculum, technology integration) to discuss the need for a new digital literacy program.",Intent_Communication,Cognitive,23,LLM,0.6869,0.6869,0.0083,0.0032,0.3017
4.A.4.a.2.I07.D03,2,The team collaboratively reviews existing educational standards and identifies key learning objectives for the digital literacy program.,Perception_Diagnosis,Cognitive,-1,LLM,0.8466,0.8466,0.005,0.001,0.1474
4.A.4.a.2.I07.D03,3,"The team brainstorms and outlines the program structure, including the sequence of lessons and integration of digital tools.",Manipulation_Execution,Cognitive,-1,LLM,0.9909,0.9909,0.0021,0.0026,0.0044
4.A.4.a.2.I07.D03,4,The technology integration specialist demonstrates relevant digital tools and platforms.,Manipulation_Execution,Physical,32,LLM,0.8881,0.8881,0.0453,0.0313,0.0354
4.A.4.a.2.I07.D03,5,"The team collaboratively drafts initial lesson plans, incorporating identified learning objectives and demonstrated digital tools.",Manipulation_Execution,Cognitive,-1,LLM,0.8747,0.8747,0.0034,0.006,0.116
4.A.4.a.2.I07.D03,6,"The primary school teacher provides feedback on the draft lesson plans, focusing on practical classroom implementation.",Feedback_Verification,Cognitive,23,LLM,0.9624,0.9624,0.0052,0.0035,0.0288
4.A.4.a.2.I07.D03,7,"The team revises the lesson plans based on the feedback, ensuring clarity, actionability, and alignment with the program goals.",Manipulation_Execution,Cognitive,-1,LLM,0.9772,0.9772,0.0031,0.0018,0.0179
4.A.4.a.2.I07.D03,8,The curriculum specialist develops assessment tools to measure the effectiveness of the digital literacy program.,Manipulation_Execution,Cognitive,23,LLM,0.8596,0.8596,0.0724,0.0056,0.0625
4.A.4.a.2.I07.D03,9,"The team reviews and finalizes the digital literacy program, including lesson plans, assessment tools, and technology resources.",Feedback_Verification,Cognitive,-1,LLM,0.9024,0.9024,0.0056,0.0024,0.0896
4.A.4.a.1.I05.D04,1,Greet the patient and confirm their understanding of the topic to be discussed.,Intent_Communication,Cognitive,1,Human_Bound,0.966,0.0283,0.004,0.0017,0.966
4.A.4.a.1.I05.D04,2,"Use clear, concise language and analogies to explain the medical information, tailoring the complexity to the patient's understanding.",Manipulation_Execution,Cognitive,1,Human_Bound,0.54,0.45,0.0075,0.0025,0.54
4.A.4.a.1.I05.D04,3,Utilize visual aids like diagrams or models to illustrate complex concepts and improve comprehension.,Manipulation_Execution,Physical,-1,LLM,0.6926,0.6926,0.1198,0.1196,0.068
4.A.4.a.1.I05.D04,4,"Address potential side effects, risks, and drug interactions, providing clear instructions on management and follow-up.",Manipulation_Execution,Cognitive,1,Human_Bound,0.8529,0.1421,0.0037,0.0014,0.8529
4.A.4.a.1.I05.D04,5,"Pause regularly to check for patient understanding, encourage questions, and address concerns.",Feedback_Verification,Cognitive,1,Human_Bound,0.626,0.2895,0.0785,0.006,0.626
4.A.4.a.1.I05.D04,6,Summarize key points and confirm the patient's understanding by asking them to repeat back the information.,Feedback_Verification,Cognitive,1,Human_Bound,0.6995,0.2733,0.0242,0.003,0.6995
4.A.4.a.1.I05.D04,7,Provide written materials and resources for further reference and support.,Navigation_Addressing,Physical,17,LLM,0.9326,0.9326,0.0004,0.0003,0.0667
4.A.2.a.1.I10.D02,1,"Review project brief and gather relevant data (market demand, construction costs, regulatory requirements).",Intent_Communication,Cognitive,32,LLM,0.9972,0.9972,0.0005,1e-04,0.0021
4.A.2.a.1.I10.D02,2,Analyze market demand data to understand current and projected needs.,Perception_Diagnosis,Cognitive,17,LLM,0.9991,0.9991,0.0002,1e-04,0.0005
4.A.2.a.1.I10.D02,3,Review construction cost estimates and regulatory requirements.,Navigation_Addressing,Cognitive,-1,LLM,0.9841,0.9841,0.0059,0.0006,0.0094
4.A.2.a.1.I10.D02,4,"Calculate total project cost, including construction and compliance.",Manipulation_Execution,Cognitive,0,LLM,0.9892,0.9892,0.0033,0.0009,0.0065
4.A.2.a.1.I10.D02,5,Analyze the projected ROI based on market demand and project costs.,Perception_Diagnosis,Cognitive,0,LLM,0.999,0.999,0.0003,0.0002,0.0006
4.A.2.a.1.I10.D02,6,"Assess project risks and uncertainties (market fluctuations, regulations).",Perception_Diagnosis,Cognitive,-1,LLM,0.9947,0.9947,0.0029,0.0,0.0023
