DWA_ID,DWA_Title,analysis_group,Eloundou_task,AIOE,FreyOsborne
4.A.1.a.1.I04.D02,Use databases to locate investigation details or other information.,M4,0.6666666666666666,0.1603253,0.434
4.A.4.b.3.I06.D02,Engage patients in exercises or activities.,M6,0.1785714285714285,-0.7288707333333333,0.2993333333333333
4.A.4.a.6.I02.D04,Contract real estate to clients.,M6,0.5,1.00731275,0.915
4.A.2.b.2.I16.D03,Protect wildlife or natural areas.,Noise,0.2,-0.19474275,0.016
4.A.3.a.2.I01.D19,Install hardware or other interior fixtures.,Noise,0.0,-1.2323346,0.8533333333333334
4.A.2.a.3.I04.D02,Follow protocols or regulations for healthcare activities.,M6,0.175,0.1428077,0.13
4.A.1.a.1.I14.D05,Collect data about customer needs.,M4,0.45,1.07100938,0.1522999999999999
4.A.4.b.4.I16.D04,Direct courtroom activities or procedures.,M4,0.5,1.444727,
4.A.3.a.2.I04.D03,Reassemble equipment after repair.,M4,0.0,-0.9415548578947368,0.7126315789473684
4.A.3.a.2.I16.D01,"Install energy-efficient heating, ventilation, or air conditioning (HVAC) equipment.",M4,0.0833333333333333,-0.8178662666666666,0.645
4.A.1.b.3.I01.D13,Weigh parcels to determine shipping costs.,M1,0.8333333333333334,-0.0012374333333332,0.9499999999999998
4.A.2.b.1.I04.D09,Determine production equipment settings.,M2,0.4583333333333333,-0.968638375,0.96
4.A.2.b.2.I02.D05,Design integrated computer systems.,M7,0.5,,
4.A.3.b.6.I03.D10,Present medical research reports.,M6,0.5384615384615384,0.6268732833333334,0.00582
4.A.3.a.1.I05.D03,Remove debris from work sites.,M2,0.0,-1.6625096666666668,0.7933333333333333
4.A.3.a.2.I22.D03,Position animal trapping or capture equipment.,Noise,0.0,,
4.A.2.b.1.I10.D10,Select educational materials or equipment.,Noise,0.5705128205128205,1.1761583842105263,0.1095999999999999
4.A.3.b.6.I14.D09,Prepare legal documents.,Noise,0.6578947368421053,1.29386,0.5775
4.A.1.a.2.I02.D04,Monitor extraction operations.,Noise,0.40625,-1.17385932,0.634
4.A.4.b.4.I05.D02,Count prison inmates or personnel.,Noise,0.6666666666666666,-0.72298215,
4.A.4.a.7.I02.D01,Negotiate sales or lease agreements for products or services.,Noise,0.4423076923076923,0.77730762,0.25526
4.A.3.a.2.I20.D04,Install production equipment or systems.,Noise,0.2,0.24967625,0.3373333333333333
4.A.3.b.6.I08.D23,Maintain social services program records.,mixed_dwa,0.6666666666666666,0.57844175,0.0875
4.A.3.a.1.I06.D10,Load materials into production equipment.,Noise,0.0336538461538461,-0.9520586605263158,0.8492105263157895
4.A.2.b.1.I08.D08,Estimate cost or material requirements.,M7,0.5625,0.6948377,0.2289999999999999
4.A.1.a.2.I11.D10,Determine operational compliance with regulations or standards.,M4,0.375,0.59423505,0.2104454545454545
4.A.4.a.2.I13.D06,Discuss designs or plans with clients.,M6,0.275,0.9894041875,0.176125
4.A.1.b.3.I03.D01,Calculate financial data.,Noise,0.8088235294117647,1.017617376923077,0.7917692307692307
4.A.3.b.6.I12.D07,Prepare informational or reference materials.,Noise,0.5416666666666666,0.8762335499999999,0.815
4.A.1.b.3.I03.D03,Calculate tax information.,M6,0.75,0.7025179,0.676
4.A.3.b.6.I09.D02,Document technical design details.,M7,0.5125,0.6669131647058824,0.2675882352941177
4.A.3.a.1.I17.D08,"Irrigate lawns, trees, or plants.",Noise,0.0,-1.094515075,0.5842499999999999
4.A.2.b.4.I03.D16,Develop procedures for data entry or processing.,Noise,0.625,,
4.A.2.b.3.I01.D17,Maintain knowledge of business operations.,Noise,0.25,-0.5246153,0.72
4.A.1.b.2.I05.D04,Inspect cargo areas for cleanliness or condition.,Noise,0.0833333333333333,-1.3118356666666668,0.8133333333333334
4.A.4.c.1.I04.D03,Issue warnings or citations.,M4,0.5,-0.5590473333333333,0.525
4.A.3.a.1.I03.D09,Clean facilities or work areas.,M2,0.0,-0.650856828,0.5938260869565217
4.A.2.a.3.I04.D01,Protect patients or staff members using safety equipment.,M1,0.125,-0.294439,0.2281333333333333
4.A.3.a.2.I36.D03,Build production molds.,M2,0.0,-0.9346263833333334,0.8866666666666667
4.A.1.a.1.I10.D04,Monitor environmental impacts of production or development activities.,M4,0.5,0.4919502666666667,0.15635
4.A.3.b.4.I02.D07,Lubricate equipment to allow proper functioning.,M4,0.0,-0.8336804772727273,0.7350000000000001
4.A.1.a.1.I01.D05,Review audio or video recordings.,Noise,0.75,,
4.A.3.a.2.I36.D02,Assemble garments or textile products.,M2,0.0,-0.8032666800000001,0.57498
4.A.3.b.6.I15.D06,Prepare operational progress or status reports.,Noise,0.55,1.0750511923076922,0.0957615384615384
4.A.4.b.4.I06.D10,Direct design or development activities.,Noise,0.4375,1.077202,0.0401666666666666
4.A.3.b.6.I12.D09,Develop instructional materials.,M6,0.4952830188679245,1.1804822657894736,0.3339
4.A.1.a.2.I01.D07,Watch operating equipment to detect malfunctions.,M4,0.4259259259259259,-0.7849352759999999,0.86
4.A.3.a.2.I03.D08,Arrange food for serving.,M2,0.0,-0.7682350000000001,0.9133333333333332
4.A.2.b.2.I18.D10,Create diagrams or blueprints for workpieces or products.,Noise,0.6875,-0.9243656,0.7966666666666667
4.A.4.b.4.I13.D04,Prepare employee work schedules.,M6,0.5,0.8618950333333334,0.7973333333333333
4.A.2.a.4.I02.D03,"Forecast economic, political, or social trends.",M4,0.55,1.408797,0.2996666666666667
4.A.1.a.1.I02.D07,Read documents to gather technical information.,Noise,0.525,1.1450735,0.5025
4.A.3.a.2.I37.D04,Store supplies or goods in kitchens or storage areas.,M1,0.0357142857142857,-1.1513855666666666,0.77
4.A.3.a.3.I08.D01,Operate forklifts or other loaders.,M1,0.125,-1.17937082,0.8625
4.A.4.a.7.I02.D02,Arrange collective bargaining agreements.,Noise,0.4583333333333333,1.2814593333333333,0.355
4.A.3.a.1.I11.D13,Maintain safety.,Noise,0.3125,-0.8823437,0.86
4.A.2.b.2.I21.D03,Create physical models or prototypes.,M7,0.25,0.64934725,0.115375
4.A.2.b.2.I11.D02,Incorporate green features into the design of structures or facilities.,mixed_dwa,0.5,1.1537888,0.0246
4.A.4.a.2.I12.D01,Meet with individuals involved in legal processes to provide information and clarify issues.,M6,0.4166666666666667,1.3448970000000002,0.601
4.A.1.a.1.I21.D04,Investigate industrial or transportation accidents.,M4,0.4166666666666667,0.7763463666666667,0.0265
4.A.3.b.4.I05.D02,"Repair templates, patterns, or molds.",Noise,0.0,-1.00194342,0.906
4.A.4.c.1.I02.D02,Serve court ordered documents.,M4,0.35,0.3775379,0.4593333333333333
4.A.1.a.1.I22.D03,Investigate safety of work environment.,M5,0.46875,1.195680625,0.06675
4.A.2.b.1.I09.D05,Implement financial decisions.,Noise,0.5833333333333334,1.317349,0.4925
4.A.2.b.2.I14.D03,Design industrial equipment.,Noise,0.4375,0.8763998375,0.099
4.A.1.b.2.I03.D05,Test chemical or physical characteristics of materials or products.,M4,0.3125,-0.60121069375,0.7581249999999999
4.A.3.b.4.I05.D01,Repair furniture or upholstery.,M2,0.0,-1.2796503333333331,0.7266666666666667
4.A.2.b.1.I08.D06,"Estimate labor or resource requirements for forestry, fishing, or agricultural operations.",M7,0.5,-0.1443684,0.047
4.A.4.b.3.I01.D02,Teach life skills or strategies to clients or their families.,M6,0.25,0.8528279400000001,0.039
4.A.4.b.4.I06.D06,Direct natural resources management or conservation programs.,Noise,0.46875,0.382708225,0.019525
4.A.4.b.4.I13.D06,Assign duties or work schedules to employees.,M6,0.4761904761904761,-0.0241456888888889,0.3861222222222222
4.A.4.b.3.I06.D03,Teach physical education.,M6,0.0625,0.2507991499999999,
4.A.3.a.2.I36.D06,Assemble tires.,Noise,0.0,-1.610915,0.94
4.A.3.a.1.I11.D01,Use weapons or physical force to maintain security.,M4,0.05,-0.607859625,0.525
4.A.2.b.2.I16.D05,Design energy-efficient vehicles or vehicle components.,M7,0.5,1.004709,0.011
4.A.2.b.2.I03.D04,Develop promotional strategies for religious organizations.,M7,0.375,1.2467405,0.01655
4.A.2.a.4.I05.D04,Analyze green technology design requirements.,M7,0.5,0.5576794333333334,0.135
4.A.3.a.2.I28.D02,"Construct distinctive physical objects for artistic, functional, or commercial purposes.",M2,0.1785714285714285,-0.4475505777777778,0.2600625
4.A.1.a.1.I12.D01,Gather medical information from patient histories.,M6,0.5166666666666667,0.17452955,0.2036857142857142
4.A.4.c.1.I03.D13,Conduct gaming transactions.,M6,0.8888888888888888,0.2629292,0.935
4.A.1.a.2.I02.D18,Monitor conditions at energy-producing landfills.,Noise,0.5,-0.3482779,0.85
4.A.3.a.2.I22.D05,Position construction or extraction equipment.,Noise,0.0,-1.14852608,0.712
4.A.1.b.2.I05.D10,Inspect facilities to ensure compliance with fire regulations.,Noise,0.3333333333333333,-0.59048184,0.1754
4.A.3.a.2.I27.D02,Fabricate parts or components.,mixed_dwa,0.0,-0.9905719333333332,0.7233333333333334
4.A.1.a.2.I02.D19,Monitor the handling of hazardous materials or medical wastes.,M2,0.35,0.39182405,0.105
4.A.2.a.4.I07.D08,Analyze forecasting data to improve business decisions.,M4,0.5,1.14887155,0.19316
4.A.3.b.4.I03.D01,Repair electrical circuits or wiring.,M4,0.0208333333333333,-0.8771257636363636,0.6124545454545455
4.A.4.a.1.I01.D04,"Explain engineering drawings, specifications, or other technical information.",Noise,0.5,0.7650326,0.2774285714285714
4.A.4.b.4.I12.D03,"Direct sales, marketing, or customer service activities.",M6,0.484375,0.9494217125,0.048375
4.A.3.b.4.I05.D05,Repair books or other printed material.,M2,0.0,0.2038919,0.95
4.A.4.a.4.I01.D02,Develop business relationships.,Noise,0.35,1.2352526875,0.2203333333333333
4.A.4.a.3.I02.D03,Present information to the public.,M6,0.5694444444444444,0.984739875,0.1172818181818181
4.A.3.a.3.I06.D02,Operate painting or coating equipment.,M2,0.375,-0.9162373,0.92
4.A.3.a.2.I41.D06,Lay out work according to specifications.,Noise,0.1666666666666666,-0.6504892833333333,0.71
4.A.2.b.5.I03.D03,Schedule appointments with prospective customers.,M6,0.6666666666666666,0.99153675,0.925
4.A.1.a.1.I20.D08,Research new technologies.,Noise,0.4285714285714285,0.2896764666666666,0.2763333333333333
4.A.1.b.2.I07.D07,Inspect material-moving equipment to detect problems.,mixed_dwa,0.25,-1.0809558,0.845
4.A.2.b.2.I11.D05,Design furniture.,Noise,0.25,-1.262608,0.895
4.A.4.b.4.I06.D01,Direct surveying activities.,Noise,0.45,0.5249960666666666,0.2596666666666666
4.A.3.a.2.I33.D09,Apply sealants or other protective coatings.,M2,0.0,-1.5709724823529412,0.78375
4.A.1.a.1.I01.D02,Study details of musical compositions.,Noise,0.5,0.2890612,0.2825
4.A.3.a.2.I30.D02,Drill holes in construction materials.,Noise,0.0,-1.52765775,0.7933333333333333
4.A.3.a.2.I34.D09,Connect cables or electrical lines.,Noise,0.0,-0.9993562285714284,0.8214285714285714
4.A.4.a.2.I03.D15,Confer with coworkers to coordinate work activities.,M6,0.4204545454545454,0.3397550611111111,0.5843888888888888
4.A.4.b.4.I09.D03,Direct fundraising or financing activities.,M7,0.46875,0.9240359285714286,0.2045166666666666
4.A.1.a.1.I21.D01,Investigate accidents to determine causes.,M4,0.4285714285714285,-0.3510272749999999,0.4426666666666667
4.A.2.b.3.I01.D10,Research topics in area of expertise.,M4,0.3895348837209302,1.15514738,0.1941818181818182
4.A.3.a.2.I36.D01,"Build models, patterns, or templates.",Noise,0.25,-0.1841217666666667,0.1034166666666666
4.A.2.a.1.I01.D03,Evaluate characteristics of individuals to determine needs or eligibility.,M6,0.5454545454545454,0.7271205444444444,0.1618428571428571
4.A.1.a.1.I18.D03,Conduct research on social issues.,M4,0.5192307692307693,1.158110090909091,0.1362090909090909
4.A.4.b.3.I03.D03,Provide safety training.,M6,0.25,-0.3884522166666666,0.4076000000000001
4.A.3.a.2.I03.D01,Cut cooked or raw foods.,Noise,0.0,-0.95779018,0.8400000000000001
4.A.3.b.6.I06.D01,Prepare official health documents or records.,M6,0.6346153846153846,-0.0076345,0.35
4.A.3.a.2.I12.D09,Trim excess material from installations.,M2,0.0,-1.5163565,0.795
4.A.3.b.4.I03.D04,Repair electrical components.,M4,0.025,-0.8456433777777778,0.6311111111111111
4.A.3.a.3.I09.D02,Operate precision equipment to control microscopic or nanoscopic processes.,mixed_dwa,0.35,0.7285999666666667,0.0193333333333333
4.A.3.a.3.I11.D01,Operate irrigation systems.,Noise,0.125,-1.3732525,
4.A.4.a.8.I03.D06,Correspond with customers to answer questions or resolve complaints.,M6,0.5,1.051629792857143,0.5369285714285714
4.A.1.b.2.I04.D06,Inspect structural components of vehicles to identify problems.,M4,0.25,-0.6605028,0.78
4.A.3.a.2.I02.D03,Collect samples of materials or products for testing.,M2,0.125,-0.6693281111111111,0.8383333333333334
4.A.3.a.2.I37.D05,Stock serving stations or dining areas with food or supplies.,M2,0.0,-1.1280569857142857,0.8471428571428571
4.A.3.a.2.I13.D06,"Melt metal, plastic, or other materials to prepare for production.",M2,0.1,-0.577632425,0.8074999999999999
4.A.2.b.2.I17.D03,Design public or employee health programs.,Noise,0.3611111111111111,0.2295445999999999,0.0082
4.A.3.a.1.I03.D07,Clean patient rooms or patient treatment rooms.,M2,0.0,-0.509242675,0.447
4.A.3.a.3.I03.D05,"Break up rock, asphalt, or concrete.",M2,0.0,-1.548882857142857,0.8657142857142857
4.A.4.a.5.I05.D02,Respond to emergencies to provide assistance.,M4,0.125,-0.0608840636363636,0.34225
4.A.3.a.2.I03.D03,Prepare meat products for sale or consumption.,Noise,0.0,-1.3037634666666666,0.8233333333333333
4.A.4.b.3.I02.D01,Teach vocational courses.,M6,0.35,0.2678345,0.0088
4.A.3.a.1.I06.D07,Load agricultural or forestry products for shipment.,M1,0.125,-1.5139706666666666,0.76
4.A.3.a.3.I07.D04,Operate green energy production equipment.,Noise,0.3571428571428571,0.0942515999999999,0.22
4.A.3.a.3.I09.D01,Operate laboratory or field equipment.,Noise,0.21875,0.7723798666666667,0.1184999999999999
4.A.3.a.2.I20.D03,Install audio or communications equipment.,Noise,0.0,-0.7700755,0.67
4.A.3.b.6.I07.D03,Prepare proposal documents.,mixed_dwa,0.5,1.029887633333333,0.0786363636363636
4.A.2.a.2.I04.D03,Prepare cash for deposit or disbursement.,M1,0.5681818181818182,0.4942020375,0.87125
4.A.4.b.4.I06.D02,Direct technical activities or operations.,Noise,0.3333333333333333,0.762250675,0.4257499999999999
4.A.1.a.1.I23.D07,Interview claimants to get information related to legal proceedings.,Noise,0.375,1.3783633333333334,0.0475
4.A.4.a.2.I03.D05,Discuss problems or issues with supervisors.,M5,0.2788461538461538,0.5124156333333333,0.15184
4.A.3.b.6.I13.D02,Prepare contracts or other transaction documents.,Noise,0.75,1.193689875,0.5575
4.A.3.a.2.I34.D06,Run wiring to connect equipment.,Noise,0.0,-1.0025616,0.54675
4.A.4.a.2.I12.D02,Confer with court staff to clarify information.,M4,0.4642857142857143,1.344994,0.965
4.A.1.a.1.I03.D07,Investigate illegal or suspicious activities.,M4,0.4166666666666667,-0.3523335111111111,0.3795
4.A.4.a.4.I01.D03,Develop working relationships with others to facilitate program activities.,M6,0.2916666666666667,0.6791409666666667,0.078225
4.A.1.a.1.I13.D01,Research livestock management methods.,M7,0.5,0.55519465,0.0385
4.A.2.a.3.I02.D01,Assess compliance with environmental laws.,Noise,0.5,0.3853432,0.2817625
4.A.2.b.1.I04.D11,Determine protocols for medical procedures.,M6,0.5,0.1653275,0.0615
4.A.1.b.2.I07.D09,Conduct validation tests of equipment or processes.,Noise,0.4722222222222222,1.013125133333333,0.0526666666666666
4.A.3.a.2.I21.D01,"Treat nails by shaping, decorating, or augmenting.",M2,0.0,-0.4594671333333333,0.62
4.A.3.b.6.I08.D29,Record information from meetings or other formal proceedings.,Noise,0.6666666666666666,1.0696811199999998,0.844
4.A.4.b.6.I08.D03,Recommend legal actions.,M4,0.4166666666666667,0.4468461333333333,0.139
4.A.3.b.4.I02.D16,Maintain work equipment or machinery.,M4,0.0185185185185185,-0.7634929318181818,0.61965
4.A.1.b.2.I06.D13,Inspect food products.,Noise,0.2,-0.6975573857142857,0.8342857142857143
4.A.1.b.1.I02.D03,Identify investment opportunities or strategies.,M6,0.5,1.06062125,0.438
4.A.4.b.6.I05.D12,Recommend changes or corrective procedures.,Noise,0.4375,0.0996388,0.6933333333333334
4.A.3.a.2.I22.D06,"Position equipment using hand tools, power tools, or heavy equipment.",mixed_dwa,0.0,-1.0146399428571429,0.8042857142857143
4.A.3.b.6.I16.D02,Write material for artistic or entertainment purposes.,Noise,0.6428571428571429,0.65188985,0.1496
4.A.4.b.4.I06.D09,Direct medical science or healthcare programs.,Noise,0.5,1.3012232,0.04562
4.A.1.a.2.I07.D07,Maintain surveillance of individuals or establishments.,M4,0.4772727272727273,-0.3268253375,0.4615999999999999
4.A.4.c.1.I05.D05,Prepare outgoing shipments.,M1,0.5,-0.208093,0.4955
4.A.1.b.2.I10.D09,Examine physical characteristics of gemstones or precious metals.,M2,0.35,-0.1560197,0.9499999999999998
4.A.3.a.1.I05.D08,Remove excess materials from finished construction projects.,M2,0.0,-1.6039055714285717,0.7957142857142857
4.A.4.a.8.I03.D01,Respond to customer problems or complaints.,M6,0.5,0.6082339388888889,0.8204444444444444
4.A.4.b.3.I04.D06,Instruct staff in work policies or procedures.,M6,0.25,-0.78764146,0.8400000000000001
4.A.3.b.6.I08.D12,Maintain student records.,mixed_dwa,0.6622807017543859,1.0467811681818182,0.1031555555555555
4.A.1.b.3.I01.D02,"Calculate dimensions of workpieces, products, or equipment.",Noise,0.5714285714285714,-0.7595964416666666,0.7366583333333333
4.A.1.a.2.I06.D02,Monitor patron activities to identify problems or potential problems.,M4,0.21875,-0.4061506333333333,0.4987999999999999
4.A.4.a.3.I03.D05,Provide customer service to clients or users.,M6,0.5833333333333334,0.6662468666666667,0.5
4.A.2.b.2.I23.D03,Develop methods of social or economic research.,M4,0.5,1.3565174,0.1922
4.A.4.b.3.I06.D06,Conduct health or safety training programs.,M6,0.475,0.7858837000000001,0.0036
4.A.2.b.2.I06.D02,Develop technical or scientific databases.,Noise,0.6111111111111112,0.9770864857142856,0.2525714285714285
4.A.3.a.1.I03.D12,Clean facilities or sites.,M2,0.0,-1.3001372,0.7949999999999999
4.A.3.b.6.I08.D11,Document operational activities.,Noise,0.62,-0.52380045,0.582923076923077
4.A.1.a.2.I09.D04,Monitor activities affecting environmental quality.,Noise,0.4166666666666667,0.8549656,0.026
4.A.2.b.1.I04.D04,Determine operational procedures.,Noise,0.46875,-0.5453096714285715,0.32232
4.A.3.a.3.I03.D04,Operate excavation equipment.,Noise,0.4166666666666667,-1.261772,0.8300000000000001
4.A.1.a.2.I09.D05,Assess characteristics of fires.,M4,0.45,-0.7092219000000001,0.0738666666666666
4.A.4.b.3.I04.D12,Train personnel in organizational or compliance procedures.,M6,0.5,1.1987670714285714,0.1891428571428571
4.A.1.a.2.I07.D09,Monitor work areas or procedures to ensure compliance with safety procedures.,M5,0.15,-0.65099178,0.164
4.A.4.b.4.I01.D04,Supervise service workers.,M6,0.2916666666666667,-0.22725366,0.5525125
4.A.3.a.2.I32.D02,Arrange childcare or educational settings to ensure physical safety of children.,Noise,0.0,0.0038541666666666,0.0804666666666666
4.A.4.b.3.I04.D07,Train others on performance techniques.,M6,0.125,-1.0331665,0.0085
4.A.4.b.3.I05.D05,Teach others to use technology or equipment.,M6,0.2625,0.8159703800000001,0.0919
4.A.3.b.6.I08.D28,Maintain logs of production activities.,M4,0.75,0.47403238,0.3084
4.A.2.a.2.I01.D07,Verify accuracy of data.,M4,0.6458333333333334,0.55040315,0.44765
4.A.3.a.2.I01.D01,Install carpet or flooring.,Noise,0.0,-1.444104,0.7949999999999999
4.A.2.b.4.I03.D18,Develop agricultural methods.,M7,0.4545454545454545,0.2827419,0.03062
4.A.1.b.3.I01.D08,"Calculate weights, volumes or other characteristics of materials.",Noise,0.625,-0.1127180714285714,0.8042857142857143
4.A.1.b.2.I06.D07,Inspect textile products.,M2,0.45,-1.1296178,0.9025
4.A.2.a.4.I03.D01,Assess risks to business operations.,Noise,0.5535714285714286,1.2634435714285712,0.4983333333333333
4.A.1.b.2.I07.D02,Inspect safety equipment to ensure proper functioning.,mixed_dwa,0.25,-0.1104310333333333,0.5926666666666667
4.A.4.a.6.I01.D01,Advocate for individual or community needs.,M5,0.25,0.6217351999999999,0.013
4.A.4.a.1.I02.D02,"Inform the public about policies, services or procedures.",Noise,0.3863636363636363,-0.0872564,0.3536
4.A.1.b.2.I01.D02,Administer screening tests to determine abilities or treatment needs.,M6,0.375,-0.3076002333333333,0.149
4.A.3.a.2.I19.D01,Remove parts or components from vehicles.,Noise,0.1,-1.1812987,0.6925
4.A.4.b.4.I12.D26,Direct energy production or management activities.,Noise,0.4,1.03148,0.0645
4.A.3.a.1.I14.D02,Climb equipment or structures to access work areas.,Noise,0.0,-1.0572996714285714,0.5528333333333334
4.A.4.c.3.I03.D07,Distribute incoming mail.,M1,0.5357142857142857,0.6803743142857143,0.9028571428571428
4.A.3.a.2.I13.D01,Prepare explosives for detonation.,Noise,0.0,,
4.A.3.a.2.I11.D02,Prepare medical instruments or equipment for use.,M6,0.0454545454545454,-0.4135474888888888,0.4437142857142856
4.A.1.a.1.I16.D04,Research microbiological or chemical processes or structures.,M4,0.4791666666666667,0.7282610249999999,0.0885
4.A.1.a.2.I07.D06,Monitor work areas to provide security.,M4,0.1666666666666666,0.0187989666666666,0.6766666666666667
4.A.2.b.2.I03.D01,Develop business or market strategies.,Noise,0.5,1.16662796,0.284
4.A.2.a.1.I02.D03,Measure effectiveness of business strategies or practices.,M4,0.5,1.355064,0.3173333333333333
4.A.3.b.4.I05.D04,Repair parts or assemblies.,M4,0.0,-0.7199387,0.8833333333333333
4.A.2.b.2.I24.D03,Design electronic or computer equipment or instrumentation.,M7,0.4318181818181818,0.7503618454545454,0.1525454545454545
4.A.3.a.2.I16.D02,Install solar energy systems.,Noise,0.1346153846153846,-1.2727764,0.625
4.A.3.a.2.I06.D05,Adjust fabrics or other materials during garment production.,M2,0.0192307692307692,-0.8637746666666667,0.6149888888888889
4.A.3.b.6.I03.D05,Prepare analytical reports.,M4,0.625,1.412589,0.1623333333333333
4.A.3.b.6.I16.D03,Write advertising or promotional material.,M7,0.65625,0.9961834,0.0999999999999999
4.A.1.b.2.I10.D07,Examine condition of property or products.,M4,0.2857142857142857,0.1315009909090909,0.7215
4.A.3.a.2.I21.D02,"Apply cleansing or conditioning agents to client hair, scalp, or skin.",Noise,0.0,-0.62848055,0.4
4.A.4.a.6.I03.D02,Demonstrate products to consumers.,M6,0.3541666666666667,0.6455740444444444,0.523511111111111
4.A.3.a.3.I10.D02,"Operate communications, transmissions, or broadcasting equipment.",Noise,0.5694444444444444,0.4823046571428571,0.3348571428571428
4.A.2.a.4.I05.D07,Evaluate environmental or sustainability projects.,mixed_dwa,0.5,1.1478816,0.13325
4.A.1.a.1.I15.D01,Observe individuals' activities to gather information or compile evidence.,Noise,0.4772727272727273,0.242406875,0.5140714285714286
4.A.3.b.4.I04.D04,Maintain electronic equipment.,M4,0.2115384615384615,0.5034113111111111,0.365
4.A.4.b.6.I07.D05,"Advise educators on curricula, instructional methods, or policies.",M6,0.4642857142857143,1.1391097147058824,0.2005666666666666
4.A.3.a.3.I05.D02,Operate surveillance equipment to detect suspicious or illegal activities.,M4,0.5,0.1877736,0.71
4.A.3.a.2.I01.D04,Assemble structural components.,mixed_dwa,0.0,-1.178777125,0.7799999999999999
4.A.2.a.4.I11.D04,Analyze business or financial data.,M4,0.5480769230769231,1.345198428571429,0.416
4.A.2.b.2.I25.D02,Design costumes or cosmetic effects for characters.,Noise,0.3125,-0.5318087666666667,0.2433333333333333
4.A.4.a.6.I02.D05,Sell products or services.,M6,0.44,-0.055348681081081,0.6666885714285714
4.A.2.b.2.I22.D01,Analyze information obtained from news sources.,M4,0.5833333333333334,,
4.A.2.b.1.I01.D01,"Estimate costs of products, services, or materials.",M7,0.59375,-0.510979525,0.7637499999999999
4.A.3.a.1.I15.D01,Arrange tables or dining areas.,Noise,0.0,-1.30744465,0.8475
4.A.3.a.3.I06.D12,Operate metal or plastic forming equipment.,Noise,0.2,-0.9384691375,0.85375
4.A.3.a.3.I11.D03,Operate grounds maintenance equipment.,Noise,0.0,-1.468080625,0.8375
4.A.1.a.1.I14.D01,Conduct market research.,M4,0.5,0.9550216833333334,0.0661666666666666
4.A.3.b.6.I15.D04,Prepare operational reports.,Noise,0.5681818181818182,0.566817409375,0.2794533333333333
4.A.3.a.2.I04.D06,Assemble electromechanical or hydraulic systems.,Noise,0.0,-0.7597783375,0.7628571428571428
4.A.1.a.2.I11.D03,Monitor operations to ensure compliance with safety or security policies or regulations.,M5,0.4375,0.25820366,0.6766666666666666
4.A.3.b.1.I02.D02,Create electronic data backup to prevent loss of information.,M5,0.75,-0.0727627,
4.A.3.a.2.I37.D07,Store items.,M1,0.21875,-0.0616626571428571,0.7548571428571428
4.A.2.a.4.I12.D04,Analyze test or validation data.,M4,0.5357142857142857,0.4921496857142857,0.1942857142857142
4.A.3.b.4.I01.D04,Repair structural components.,M2,0.0,-0.8291371777777778,0.5295
4.A.1.b.3.I02.D03,Estimate maintenance service requirements or costs.,mixed_dwa,0.5,-0.898218075,0.735
4.A.4.c.3.I03.D01,Distribute instructional or library materials.,M1,0.4456521739130434,0.6310413636363637,0.19184
4.A.3.a.2.I33.D01,Treat facilities to eliminate pests.,Noise,0.0,-1.0808692,0.66
4.A.3.a.1.I03.D15,Clean tools or equipment.,M2,0.0555555555555555,-0.4936146111111111,0.4615555555555555
4.A.4.b.6.I08.D04,Advise others on legal or regulatory compliance matters.,M5,0.5,1.10628489,0.213275
4.A.3.a.2.I09.D03,Adjust equipment controls to regulate flow of production materials or products.,Noise,0.2692307692307692,-0.8497639999999999,0.875
4.A.4.a.3.I03.D08,Provide customers with general information or assistance.,M6,0.3636363636363636,-0.021749375,0.61695
4.A.4.c.1.I04.D04,Issue certificates or licenses.,M1,0.75,0.4912534999999999,0.68
4.A.2.a.4.I05.D08,Analyze costs and benefits of proposed designs or projects.,Noise,0.609375,0.6917595692307692,0.2339230769230769
4.A.2.b.4.I03.D12,Develop new or advanced products or production methods.,Noise,0.5,0.7014160666666666,0.1241666666666666
4.A.3.a.2.I04.D13,Install gauges or controls.,Noise,0.0,-1.28000875,0.5525
4.A.1.a.2.I04.D02,Time vehicle speed or traffic-control equipment operation.,M1,0.875,0.3995872,
4.A.3.a.1.I01.D06,Prepare materials or solutions for animal or plant use.,M2,0.0,-1.0992933333333337,0.95
4.A.2.a.1.I03.D02,Administer tests to assess educational needs or progress.,M6,0.5,1.0669492,0.09384
4.A.2.b.2.I01.D02,Develop medical treatment plans.,M6,0.4310344827586206,0.2397289933333333,0.0785
4.A.1.b.2.I06.D11,Inspect items for damage or defects.,mixed_dwa,0.5833333333333334,-0.0593456333333333,0.9488888888888888
4.A.3.b.4.I06.D01,Replace worn equipment components.,M4,0.0073529411764705,-0.9065164903225806,0.8493333333333334
4.A.3.a.2.I10.D01,Train animals.,M6,0.0,-0.90290835,0.4599999999999999
4.A.4.b.4.I06.D11,Coordinate cross-disciplinary research programs.,mixed_dwa,0.3125,1.0452220333333333,0.2346666666666666
4.A.3.b.6.I13.D03,Prepare documentation for permits or licenses.,M1,0.625,1.1710805,0.0365
4.A.2.b.1.I08.D09,Estimate material requirements for production.,M7,0.625,-0.79828265,0.865
4.A.4.c.1.I05.D02,Prepare outgoing mail.,M1,0.5625,-0.5368312142857142,0.8785714285714287
4.A.2.a.3.I02.D03,Conduct environmental audits.,Noise,0.5,0.7366874999999999,0.14
